Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Jul 26, 01:00 pm",0.673181,40.4,673.181,673.181,19.4123,0.21,1,1,1,701.704,0,1,95.9352,65.5027,0,981.025,0.673181,1,0,975.892,905,115,933,nan,2.5
"Jul 26, 02:00 pm",0.59841,40.6,598.41,598.41,33.572,0.21,1,1,1,624.186,0,1,95.8705,61.67,0,852.612,0.59841,1,0,847.798,875,112,822,nan,2.7
"Jul 26, 03:00 pm",0.485268,40.6,485.268,485.268,47.6908,0.21,1,1,1,506.888,0,1,95.7348,56.6763,0,672.197,0.485268,1,0,667.935,829,103,666,nan,2.9
"Jul 26, 04:00 pm",0.334433,39.1,334.433,334.433,61.712,0.21,1,1,1,350.511,0,1,95.4128,48.7407,0,451.315,0.334433,1,0,443.55,741,94,474,nan,3.6
"Jul 26, 05:00 pm",0.147188,36.7,147.188,147.188,75.5707,0.21,1,1,1,156.388,0,1,94.1171,41.1069,0,222.702,0.147188,1,0,194.338,594,76,269,nan,3.9
"Jul 26, 06:00 pm",0.0204249,33.1,20.4249,20.4249,89.1466,0.21,1,1,1,24.9683,0,1,81.8033,33.8629,0,39.127,0.0204249,1,0,33.9314,313,42,83,nan,3.9
"Jul 26, 07:00 pm",0,30,0,0,0,0.21,1,1,1,0,0,1,0,30,0,0,0,0,0,0,0,0,0,nan,3.9
"Jul 26, 08:00 pm",0,27.8,0,0,0,0.21,1,1,1,0,0,1,0,27.8,0,0,0,0,0,0,0,0,0,nan,3.4
"Jul 26, 09:00 pm",0,26.1,0,0,0,0.21,1,1,1,0,0,1,0,26.1,0,0,0,0,0,0,0,0,0,nan,3
"Jul 26, 10:00 pm",0,24.7,0,0,0,0.21,1,1,1,0,0,1,0,24.7,0,0,0,0,0,0,0,0,0,nan,2.9
"Jul 26, 11:00 pm",0,23.6,0,0,0,0.21,1,1,1,0,0,1,0,23.6,0,0,0,0,0,0,0,0,0,nan,2.8
"Jul 27, 12:00 am",0,22.6,0,0,0,0.21,1,1,1,0,0,1,0,22.6,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 27, 01:00 am",0,21.8,0,0,0,0.21,1,1,1,0,0,1,0,21.8,0,0,0,0,0,0,0,0,0,nan,2.1
"Jul 27, 02:00 am",0,21,0,0,0,0.21,1,1,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,nan,1.7
"Jul 27, 03:00 am",0,20.3,0,0,0,0.21,1,1,1,0,0,1,0,20.3,0,0,0,0,0,0,0,0,0,nan,1.5
"Jul 27, 04:00 am",0,20.2,0,0,0,0.21,1,1,1,0,0,1,0,20.2,0,0,0,0,0,0,0,0,0,nan,1.6
"Jul 27, 05:00 am",0.00802056,21.8,8.02056,8.02056,92.9449,0.21,1,1,1,12.1083,0,1,66.2403,22.3594,0,22.0827,0.00802056,1,0,0,200,28,43,nan,2
"Jul 27, 06:00 am",0.103421,24.8,103.421,103.421,79.5106,0.21,1,1,1,111.013,0,1,93.1609,29.0899,0,163.479,0.103421,1,0,133.078,542,68,213,nan,2.1
"Jul 27, 07:00 am",0.292079,28,292.079,292.079,65.7119,0.21,1,1,1,306.602,0,1,95.2633,38.4392,0,385.852,0.292079,1,0,371.579,708,91,416,nan,2.2
"Jul 27, 08:00 am",0.458197,30.9,458.197,458.197,51.7236,0.21,1,1,1,478.823,0,1,95.6925,47.1287,0,608.445,0.458197,1,0,604.248,795,106,609,nan,2.3
"Jul 27, 09:00 am",0.580859,33.7,580.859,580.859,37.6188,0.21,1,1,1,605.991,0,1,95.8529,54.1974,0,799.686,0.580859,1,0,794.768,844,120,775,nan,2.5
"Jul 27, 10:00 am",0.665339,36.3,665.339,665.339,23.4506,0.21,1,1,1,693.573,0,1,95.9291,59.1361,0,941.485,0.665339,1,0,936.037,871,130,897,nan,2.8
"Jul 27, 11:00 am",0.708358,38.4,708.358,708.358,9.30825,0.21,1,1,1,738.173,0,1,95.961,62.2914,0,1020.07,0.708358,1,0,1014.43,887,132,965,nan,3
"Jul 27, 12:00 pm",0.716032,39.9,716.032,716.032,5.3607,0.21,1,1,1,746.129,0,1,95.9662,62.5633,0,1032.87,0.716032,1,0,1027.21,892,132,976,nan,3.4
"Jul 27, 01:00 pm",0.681421,40.7,681.421,681.421,19.4083,0.21,1,1,1,710.246,0,1,95.9415,60.7829,0,972.437,0.681421,1,0,967.009,883,127,924,nan,3.8
"Jul 27, 02:00 pm",0.60698,40.7,606.98,606.98,33.5871,0.21,1,1,1,633.071,0,1,95.8787,57.5134,0,849.269,0.60698,1,0,844.203,859,122,818,nan,4.1
"Jul 27, 03:00 pm",0.490232,40.5,490.232,490.232,47.7205,0.21,1,1,1,512.034,0,1,95.7421,53.4188,0,669.685,0.490232,1,0,665.193,812,112,662,nan,4.3
"Jul 27, 04:00 pm",0.336819,38.6,336.819,336.819,61.7556,0.21,1,1,1,352.986,0,1,95.4201,46.8453,0,450.922,0.336819,1,0,443.026,732,99,473,nan,4.7
"Jul 27, 05:00 pm",0.148012,36.1,148.012,148.012,75.6291,0.21,1,1,1,157.242,0,1,94.1298,40.1552,0,222.862,0.148012,1,0,194.574,589,78,268,nan,4.5
"Jul 27, 06:00 pm",0.0203096,32.5,20.3096,20.3096,89.2205,0.21,1,1,1,24.8487,0,1,81.7328,33.2422,0,38.5107,0.0203096,1,0,33.7506,307,43,82,nan,4
"Jul 27, 07:00 pm",0,29.3,0,0,0,0.21,1,1,1,0,0,1,0,29.3,0,0,0,0,0,0,0,0,0,nan,3.7
"Jul 27, 08:00 pm",0,27.1,0,0,0,0.21,1,1,1,0,0,1,0,27.1,0,0,0,0,0,0,0,0,0,nan,3.4
"Jul 27, 09:00 pm",0,25.4,0,0,0,0.21,1,1,1,0,0,1,0,25.4,0,0,0,0,0,0,0,0,0,nan,3
"Jul 27, 10:00 pm",0,24.1,0,0,0,0.21,1,1,1,0,0,1,0,24.1,0,0,0,0,0,0,0,0,0,nan,2.7
"Jul 27, 11:00 pm",0,23.1,0,0,0,0.21,1,1,1,0,0,1,0,23.1,0,0,0,0,0,0,0,0,0,nan,2.6
"Jul 28, 12:00 am",0,22.2,0,0,0,0.21,1,1,1,0,0,1,0,22.2,0,0,0,0,0,0,0,0,0,nan,2.4
"Jul 28, 01:00 am",0,21.4,0,0,0,0.21,1,1,1,0,0,1,0,21.4,0,0,0,0,0,0,0,0,0,nan,2.2
"Jul 28, 02:00 am",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,2
"Jul 28, 03:00 am",0,20.4,0,0,0,0.21,1,1,1,0,0,1,0,20.4,0,0,0,0,0,0,0,0,0,nan,1.9
"Jul 28, 04:00 am",0,20.4,0,0,0,0.21,1,1,1,0,0,1,0,20.4,0,0,0,0,0,0,0,0,0,nan,2.1
"Jul 28, 05:00 am",0.0069234,22,6.9234,6.9234,93.0136,0.21,1,1,1,10.9708,0,1,63.1075,22.4868,0,21.2988,0.0069234,1,0,0,195,27,41,nan,2.4
"Jul 28, 06:00 am",0.10266,25.1,102.66,102.66,79.5646,0.21,1,1,1,110.224,0,1,93.1373,28.9057,0,162.316,0.10266,1,0,132.085,538,68,211,nan,2.7
"Jul 28, 07:00 am",0.292378,28.1,292.378,292.378,65.7506,0.21,1,1,1,306.912,0,1,95.2645,37.4197,0,384.688,0.292378,1,0,370.376,706,91,414,nan,2.8
"Jul 28, 08:00 am",0.463395,30.9,463.395,463.395,51.7482,0.21,1,1,1,484.211,0,1,95.701,45.7972,0,611.791,0.463395,1,0,607.56,799,107,611,nan,2.8
"Jul 28, 09:00 am",0.590779,33.5,590.779,590.779,37.6295,0.21,1,1,1,616.274,0,1,95.8629,53.1627,0,809.309,0.590779,1,0,804.657,870,109,783,nan,2.8
"Jul 28, 10:00 am",0.680405,36,680.405,680.405,23.4449,0.21,1,1,1,709.193,0,1,95.9407,58.493,0,959.411,0.680405,1,0,954.632,920,103,912,nan,3
"Jul 28, 11:00 am",0.723943,38.2,723.943,723.943,9.26891,0.21,1,1,1,754.331,0,1,95.9716,61.7584,0,1039.47,0.723943,1,0,1034.52,935,104,981,nan,3.2
"Jul 28, 12:00 pm",0.728155,39.7,728.155,728.155,5.30186,0.21,1,1,1,758.698,0,1,95.9744,63.1748,0,1052.76,0.728155,1,0,1047.71,937,107,992,nan,3.3
"Jul 28, 01:00 pm",0.689953,40.6,689.953,689.953,19.4093,0.21,1,1,1,719.092,0,1,95.9478,62.3635,0,991.103,0.689953,1,0,986.161,924,107,939,nan,3.4
"Jul 28, 02:00 pm",0.613696,40.7,613.696,613.696,33.6064,0.21,1,1,1,640.033,0,1,95.885,59.1186,0,864.102,0.613696,1,0,859.527,901,102,831,nan,3.6
"Jul 28, 03:00 pm",0.496213,40.6,496.213,496.213,47.754,0.21,1,1,1,518.235,0,1,95.7506,54.9394,0,681.569,0.496213,1,0,677.534,858,95,674,nan,3.7
"Jul 28, 04:00 pm",0.343215,38.9,343.215,343.215,61.803,0.21,1,1,1,359.617,0,1,95.4392,48.0559,0,461.349,0.343215,1,0,453.402,785,84,483,nan,4.1
"Jul 28, 05:00 pm",0.149247,36.5,149.247,149.247,75.6914,0.21,1,1,1,158.523,0,1,94.1486,41.0584,0,227.635,0.149247,1,0,196.841,649,68,276,nan,3.8
"Jul 28, 06:00 pm",0.0176132,32.9,17.6132,17.6132,89.2987,0.21,1,1,1,22.0533,0,1,79.8665,33.6492,0,35.2111,0.0176132,1,0,30.2606,367,38,84,nan,3.3
"Jul 28, 07:00 pm",0,29.9,0,0,0,0.21,1,1,1,0,0,1,0,29.9,0,0,0,0,0,0,0,0,0,nan,3.2
"Jul 28, 08:00 pm",0,27.9,0,0,0,0.21,1,1,1,0,0,1,0,27.9,0,0,0,0,0,0,0,0,0,nan,3
"Jul 28, 09:00 pm",0,26.2,0,0,0,0.21,1,1,1,0,0,1,0,26.2,0,0,0,0,0,0,0,0,0,nan,2.7
"Jul 28, 10:00 pm",0,25,0,0,0,0.21,1,1,1,0,0,1,0,25,0,0,0,0,0,0,0,0,0,nan,2.6
"Jul 28, 11:00 pm",0,24,0,0,0,0.21,1,1,1,0,0,1,0,24,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 29, 12:00 am",0,23,0,0,0,0.21,1,1,1,0,0,1,0,23,0,0,0,0,0,0,0,0,0,nan,2.4
"Jul 29, 01:00 am",0,22.2,0,0,0,0.21,1,1,1,0,0,1,0,22.2,0,0,0,0,0,0,0,0,0,nan,2.2
"Jul 29, 02:00 am",0,21.5,0,0,0,0.21,1,1,1,0,0,1,0,21.5,0,0,0,0,0,0,0,0,0,nan,2
"Jul 29, 03:00 am",0,21,0,0,0,0.21,1,1,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,nan,1.9
"Jul 29, 04:00 am",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,1.9
"Jul 29, 05:00 am",0.0061942,22.1,6.1942,6.1942,93.0812,0.21,1,1,1,10.2148,0,1,60.6393,22.611,0,21.4241,0.0061942,1,0,0,256,26,44,nan,2
"Jul 29, 06:00 am",0.102473,25.1,102.473,102.473,79.6176,0.21,1,1,1,110.031,0,1,93.1315,29.4252,0,166.189,0.102473,1,0,132.16,614,58,220,nan,2.1
"Jul 29, 07:00 am",0.301198,28.5,301.198,301.198,65.7883,0.21,1,1,1,316.056,0,1,95.299,39.0816,0,398.807,0.301198,1,0,383.663,775,76,429,nan,2.3
"Jul 29, 08:00 am",0.471895,31.8,471.895,471.895,51.7718,0.21,1,1,1,493.023,0,1,95.7145,48.5933,0,629.402,0.471895,1,0,625.68,862,87,629,nan,2.3
"Jul 29, 09:00 am",0.59415,34.8,594.15,594.15,37.6393,0.21,1,1,1,619.769,0,1,95.8663,56.797,0,826.434,0.59415,1,0,821.982,903,100,798,nan,2.3
"Jul 29, 10:00 am",0.67428,37.4,674.28,674.28,23.439,0.21,1,1,1,702.844,0,1,95.9361,62.6604,0,968.672,0.67428,1,0,963.664,921,111,920,nan,2.4
"Jul 29, 11:00 am",0.718719,39.4,718.719,718.719,9.23229,0.21,1,1,1,748.915,0,1,95.9681,66.3565,0,1053.87,0.718719,1,0,1048.65,940,113,993,nan,2.5
"Jul 29, 12:00 pm",0.721888,40.5,721.888,721.888,5.25416,0.21,1,1,1,752.2,0,1,95.9702,67.2001,0,1063.14,0.721888,1,0,1057.86,939,115,1001,nan,2.6
"Jul 29, 01:00 pm",0.685011,41.1,685.011,685.011,19.4155,0.21,1,1,1,713.969,0,1,95.9442,65.7687,0,999.429,0.685011,1,0,994.233,923,116,946,nan,2.7
"Jul 29, 02:00 pm",0.610443,41.2,610.443,610.443,33.6299,0.21,1,1,1,636.661,0,1,95.8819,61.9816,0,870.663,0.610443,1,0,865.839,898,111,836,nan,2.9
"Jul 29, 03:00 pm",0.495501,41.1,495.501,495.501,47.7914,0.21,1,1,1,517.497,0,1,95.7496,57.2712,0,687.657,0.495501,1,0,683.361,853,103,677,nan,3
"Jul 29, 04:00 pm",0.340949,39.4,340.949,340.949,61.8543,0.21,1,1,1,357.267,0,1,95.4325,49.4026,0,461.093,0.340949,1,0,452.987,775,89,482,nan,3.5
"Jul 29, 05:00 pm",0.148251,36.6,148.251,148.251,75.7574,0.21,1,1,1,157.49,0,1,94.1335,41.3418,0,226.151,0.148251,1,0,195.836,634,71,273,nan,3.5
"Jul 29, 06:00 pm",0.0189463,32.8,18.9463,18.9463,89.3803,0.21,1,1,1,23.4353,0,1,80.8448,33.5455,0,36.4444,0.0189463,1,0,32.1312,344,40,82,nan,3.6
"Jul 29, 07:00 pm",0,29.7,0,0,0,0.21,1,1,1,0,0,1,0,29.7,0,0,0,0,0,0,0,0,0,nan,3.8
"Jul 29, 08:00 pm",0,27.6,0,0,0,0.21,1,1,1,0,0,1,0,27.6,0,0,0,0,0,0,0,0,0,nan,3.5
"Jul 29, 09:00 pm",0,26,0,0,0,0.21,1,1,1,0,0,1,0,26,0,0,0,0,0,0,0,0,0,nan,3
"Jul 29, 10:00 pm",0,24.8,0,0,0,0.21,1,1,1,0,0,1,0,24.8,0,0,0,0,0,0,0,0,0,nan,2.8
"Jul 29, 11:00 pm",0,23.8,0,0,0,0.21,1,1,1,0,0,1,0,23.8,0,0,0,0,0,0,0,0,0,nan,2.7
"Jul 30, 12:00 am",0,22.8,0,0,0,0.21,1,1,1,0,0,1,0,22.8,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 30, 01:00 am",0,22,0,0,0,0.21,1,1,1,0,0,1,0,22,0,0,0,0,0,0,0,0,0,nan,2.3
"Jul 30, 02:00 am",0,21.4,0,0,0,0.21,1,1,1,0,0,1,0,21.4,0,0,0,0,0,0,0,0,0,nan,2.2
"Jul 30, 03:00 am",0,20.8,0,0,0,0.21,1,1,1,0,0,1,0,20.8,0,0,0,0,0,0,0,0,0,nan,2.3
"Jul 30, 04:00 am",0,20.5,0,0,0,0.21,1,1,1,0,0,1,0,20.5,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 30, 05:00 am",0.00577606,21.8,5.77606,5.77606,93.1473,0.21,1,1,1,9.78133,0,1,59.0519,22.2218,0,20.5737,0.00577606,1,0,0,200,26,39,nan,2.8
"Jul 30, 06:00 am",0.101247,24.4,101.247,101.247,79.6694,0.21,1,1,1,108.759,0,1,93.0926,27.9159,0,161.117,0.101247,1,0,129.906,557,64,210,nan,3.1
"Jul 30, 07:00 am",0.29694,27.2,296.94,296.94,65.8247,0.21,1,1,1,311.641,0,1,95.2826,36.1469,0,388.633,0.29694,1,0,373.946,727,86,416,nan,3.1
"Jul 30, 08:00 am",0.470728,30.1,470.728,470.728,51.7942,0.21,1,1,1,491.814,0,1,95.7127,44.9097,0,618.69,0.470728,1,0,614.626,822,100,616,nan,2.9
"Jul 30, 09:00 am",0.594903,33,594.903,594.903,37.6482,0.21,1,1,1,620.55,0,1,95.867,53.5439,0,816.058,0.594903,1,0,811.444,881,107,787,nan,2.6
"Jul 30, 10:00 am",0.677423,35.6,677.423,677.423,23.433,0.21,1,1,1,706.102,0,1,95.9385,60.761,0,964.82,0.677423,1,0,959.899,920,108,915,nan,2.4
"Jul 30, 11:00 am",0.715484,37.8,715.484,715.484,9.1988,0.21,1,1,1,745.56,0,1,95.9659,66.1722,0,1048.02,0.715484,1,0,1042.9,937,110,986,nan,2.2
"Jul 30, 12:00 pm",0.714751,39.3,714.751,714.751,5.21865,0.21,1,1,1,744.8,0,1,95.9654,69.2179,0,1062.23,0.714751,1,0,1057.05,942,111,998,nan,2
"Jul 30, 01:00 pm",0.675889,40.1,675.889,675.889,19.4271,0.21,1,1,1,704.512,0,1,95.9373,68.8611,0,999.909,0.675889,1,0,994.896,931,109,945,nan,1.9
"Jul 30, 02:00 pm",0.604345,40.3,604.345,604.345,33.6577,0.21,1,1,1,630.339,0,1,95.8762,64.9418,0,873.237,0.604345,1,0,868.617,911,103,837,nan,2
"Jul 30, 03:00 pm",0.491591,40.3,491.591,491.591,47.8328,0.21,1,1,1,513.443,0,1,95.744,59.3781,0,688.283,0.491591,1,0,684.235,869,95,678,nan,2.1
"Jul 30, 04:00 pm",0.341352,38.9,341.352,341.352,61.9093,0.21,1,1,1,357.685,0,1,95.4337,50.5984,0,463.9,0.341352,1,0,455.734,797,82,484,nan,2.6
"Jul 30, 05:00 pm",0.148349,36.2,148.349,148.349,75.8272,0.21,1,1,1,157.592,0,1,94.135,41.6445,0,227.806,0.148349,1,0,196.206,663,66,275,nan,2.7
"Jul 30, 06:00 pm",0.0168515,32.3,16.8515,16.8515,89.4655,0.21,1,1,1,21.2636,0,1,79.2504,33.0628,0,33.3687,0.0168515,1,0,29.3187,376,37,82,nan,2.9
"Jul 30, 07:00 pm",0,29.3,0,0,0,0.21,1,1,1,0,0,1,0,29.3,0,0,0,0,0,0,0,0,0,nan,3.5
"Jul 30, 08:00 pm",0,27.1,0,0,0,0.21,1,1,1,0,0,1,0,27.1,0,0,0,0,0,0,0,0,0,nan,3.6
"Jul 30, 09:00 pm",0,25.2,0,0,0,0.21,1,1,1,0,0,1,0,25.2,0,0,0,0,0,0,0,0,0,nan,3.2
"Jul 30, 10:00 pm",0,23.7,0,0,0,0.21,1,1,1,0,0,1,0,23.7,0,0,0,0,0,0,0,0,0,nan,3
"Jul 30, 11:00 pm",0,22.6,0,0,0,0.21,1,1,1,0,0,1,0,22.6,0,0,0,0,0,0,0,0,0,nan,2.7
"Jul 31, 12:00 am",0,21.7,0,0,0,0.21,1,1,1,0,0,1,0,21.7,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 31, 01:00 am",0,21.1,0,0,0,0.21,1,1,1,0,0,1,0,21.1,0,0,0,0,0,0,0,0,0,nan,2.3
"Jul 31, 02:00 am",0,20.5,0,0,0,0.21,1,1,1,0,0,1,0,20.5,0,0,0,0,0,0,0,0,0,nan,2.2
"Jul 31, 03:00 am",0,19.9,0,0,0,0.21,1,1,1,0,0,1,0,19.9,0,0,0,0,0,0,0,0,0,nan,2.1
"Jul 31, 04:00 am",0,19.6,0,0,0,0.21,1,1,1,0,0,1,0,19.6,0,0,0,0,0,0,0,0,0,nan,2.1
"Jul 31, 05:00 am",0.0058824,21,5.8824,5.8824,93.2122,0.21,1,1,1,9.89157,0,1,59.4688,21.4653,0,20.722,0.0058824,1,0,0,243,25,41,nan,2.3
"Jul 31, 06:00 am",0.102126,23.9,102.126,102.126,79.7204,0.21,1,1,1,109.67,0,1,93.1205,27.7319,0,164.884,0.102126,1,0,130.875,612,58,217,nan,2.7
"Jul 31, 07:00 am",0.30424,27,304.24,304.24,65.8602,0.21,1,1,1,319.21,0,1,95.3104,36.1632,0,398.086,0.30424,1,0,382.797,775,76,426,nan,3.1
"Jul 31, 08:00 am",0.482161,30.1,482.161,482.161,51.8157,0.21,1,1,1,503.666,0,1,95.7302,44.2458,0,631.295,0.482161,1,0,627.544,864,88,629,nan,3.3
"Jul 31, 09:00 am",0.612704,33,612.704,612.704,37.6565,0.21,1,1,1,639.005,0,1,95.884,50.704,0,830.091,0.612704,1,0,825.579,905,102,799,nan,3.6
"Jul 31, 10:00 am",0.700106,35.6,700.106,700.106,23.4271,0.21,1,1,1,729.618,0,1,95.9552,55.7606,0,975.723,0.700106,1,0,970.622,925,114,924,nan,3.8
"Jul 31, 11:00 am",0.747381,37.5,747.381,747.381,9.16893,0.21,1,1,1,778.63,0,1,95.9867,58.7419,0,1059.38,0.747381,1,0,1054.02,940,118,995,nan,4
"Jul 31, 12:00 pm",0.753097,38.8,753.097,753.097,5.19631,0.21,1,1,1,784.555,0,1,95.9903,59.7015,0,1072.53,0.753097,1,0,1067.17,946,117,1007,nan,4.2
"Jul 31, 01:00 pm",0.71404,39.3,714.04,714.04,19.4442,0.21,1,1,1,744.064,0,1,95.9649,59.0089,0,1010.74,0.71404,1,0,1005.57,937,114,954,nan,4.2
"Jul 31, 02:00 pm",0.634993,39.3,634.993,634.993,33.6899,0.21,1,1,1,662.113,0,1,95.904,56.5609,0,884.024,0.634993,1,0,879.251,918,108,846,nan,4.2
"Jul 31, 03:00 pm",0.512078,39.1,512.078,512.078,47.8782,0.21,1,1,1,534.683,0,1,95.7723,52.5237,0,695.623,0.512078,1,0,691.481,876,98,684,nan,4.3
"Jul 31, 04:00 pm",0.354231,37.1,354.231,354.231,61.9681,0.21,1,1,1,371.037,0,1,95.4705,46.0822,0,471.905,0.354231,1,0,463.473,811,84,491,nan,4.4
"Jul 31, 05:00 pm",0.151168,34.4,151.168,151.168,75.9007,0.21,1,1,1,160.515,0,1,94.1773,38.8593,0,229.766,0.151168,1,0,197.388,678,65,278,nan,4
"Jul 31, 06:00 pm",0.0169655,30.6,16.9655,16.9655,89.5541,0.21,1,1,1,21.3819,0,1,79.3455,31.275,0,32.9722,0.0169655,1,0,0,391,37,83,nan,3.6
"Jul 31, 07:00 pm",0,27.4,0,0,0,0.21,1,1,1,0,0,1,0,27.4,0,0,0,0,0,0,0,0,0,nan,3.5
"Jul 31, 08:00 pm",0,25.2,0,0,0,0.21,1,1,1,0,0,1,0,25.2,0,0,0,0,0,0,0,0,0,nan,3.1
"Jul 31, 09:00 pm",0,23.4,0,0,0,0.21,1,1,1,0,0,1,0,23.4,0,0,0,0,0,0,0,0,0,nan,2.7
"Jul 31, 10:00 pm",0,22.1,0,0,0,0.21,1,1,1,0,0,1,0,22.1,0,0,0,0,0,0,0,0,0,nan,2.5
"Jul 31, 11:00 pm",0,21,0,0,0,0.21,1,1,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,nan,2.3
"Aug 1, 12:00 am",0,19.9,0,0,0,0.21,1,1,1,0,0,1,0,19.9,0,0,0,0,0,0,0,0,0,nan,2.2
"Aug 1, 01:00 am",0,18.9,0,0,0,0.21,1,1,1,0,0,1,0,18.9,0,0,0,0,0,0,0,0,0,nan,2
"Aug 1, 02:00 am",0,18,0,0,0,0.21,1,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 1, 03:00 am",0,17.3,0,0,0,0.21,1,1,1,0,0,1,0,17.3,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 1, 04:00 am",0,16.9,0,0,0,0.21,1,1,1,0,0,1,0,16.9,0,0,0,0,0,0,0,0,0,nan,1.9
"Aug 1, 05:00 am",0.00509034,18.1,5.09034,5.09034,93.2746,0.21,1,1,1,9.07041,0,1,56.1203,18.5483,0,18.823,0.00509034,1,0,0,250,23,39,nan,2
"Aug 1, 06:00 am",0.103821,21.1,103.821,103.821,79.7699,0.21,1,1,1,111.427,0,1,93.1731,25.4327,0,167.009,0.103821,1,0,131.686,637,56,220,nan,2.1
"Aug 1, 07:00 am",0.311994,24.7,311.994,311.994,65.8945,0.21,1,1,1,327.249,0,1,95.3386,35.7147,0,407.255,0.311994,1,0,391.477,803,74,435,nan,2.2
"Aug 1, 08:00 am",0.490458,28.3,490.458,490.458,51.8363,0.21,1,1,1,512.269,0,1,95.7424,45.1699,0,644.243,0.490458,1,0,640.543,890,85,640,nan,2.4
"Aug 1, 09:00 am",0.617808,31.8,617.808,617.808,37.6642,0.21,1,1,1,644.297,0,1,95.8887,53.0821,0,845.222,0.617808,1,0,840.865,933,95,812,nan,2.6
"Aug 1, 10:00 am",0.70229,34.9,702.29,702.29,23.4214,0.21,1,1,1,731.883,0,1,95.9567,58.9789,0,992.377,0.70229,1,0,987.506,954,104,938,nan,2.8
"Aug 1, 11:00 am",0.746731,37.3,746.731,746.731,9.1431,0.21,1,1,1,777.955,0,1,95.9863,62.5124,0,1076.14,0.746731,1,0,1071.01,967,108,1009,nan,3
"Aug 1, 12:00 pm",0.748589,39,748.589,748.589,5.18805,0.21,1,1,1,779.882,0,1,95.9875,63.5784,0,1084.5,0.748589,1,0,1079.33,966,109,1016,nan,3.2
"Aug 1, 01:00 pm",0.707605,39.8,707.605,707.605,19.4671,0.21,1,1,1,737.392,0,1,95.9604,62.4934,0,1017.06,0.707605,1,0,1011.99,948,110,958,nan,3.3
"Aug 1, 02:00 pm",0.628509,39.9,628.509,628.509,33.7267,0.21,1,1,1,655.391,0,1,95.8984,59.0466,0,884.448,0.628509,1,0,879.7,920,107,845,nan,3.5
"Aug 1, 03:00 pm",0.506851,39.8,506.851,506.851,47.9278,0.21,1,1,1,529.263,0,1,95.7653,54.6433,0,694.809,0.506851,1,0,690.644,874,99,682,nan,3.6
"Aug 1, 04:00 pm",0.345756,37.9,345.756,345.756,62.0311,0.21,1,1,1,362.25,0,1,95.4466,47.3673,0,463.552,0.345756,1,0,455.054,782,90,481,nan,3.9
"Aug 1, 05:00 pm",0.147219,35,147.219,147.219,75.9783,0.21,1,1,1,156.42,0,1,94.1176,39.7614,0,223.74,0.147219,1,0,193.26,629,72,268,nan,3.4
"Aug 1, 06:00 pm",0.0189225,30.9,18.9225,18.9225,89.6472,0.21,1,1,1,23.4107,0,1,80.8284,31.6808,0,34.8629,0.0189225,1,0,0,310,40,75,nan,3.1
"Aug 1, 07:00 pm",0,27.8,0,0,0,0.21,1,1,1,0,0,1,0,27.8,0,0,0,0,0,0,0,0,0,nan,3.1
"Aug 1, 08:00 pm",0,25.5,0,0,0,0.21,1,1,1,0,0,1,0,25.5,0,0,0,0,0,0,0,0,0,nan,2.8
"Aug 1, 09:00 pm",0,23.9,0,0,0,0.21,1,1,1,0,0,1,0,23.9,0,0,0,0,0,0,0,0,0,nan,2.6
"Aug 1, 10:00 pm",0,22.7,0,0,0,0.21,1,1,1,0,0,1,0,22.7,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 1, 11:00 pm",0,21.6,0,0,0,0.21,1,1,1,0,0,1,0,21.6,0,0,0,0,0,0,0,0,0,nan,2.5
"Aug 2, 12:00 am",0,20.5,0,0,0,0.21,1,1,1,0,0,1,0,20.5,0,0,0,0,0,0,0,0,0,nan,2.3
"Aug 2, 01:00 am",0,19.6,0,0,0,0.21,1,1,1,0,0,1,0,19.6,0,0,0,0,0,0,0,0,0,nan,2
