Time stamp,System power generated | (kW),Weather file ambient temperature | (C),AC inverter output power | (W),AC inverter output power before system availability | (W),Angle of incidence | (degrees),Albedo,Calculated self-shading factor for beam radiation,Calculated self-shading factor for ground-reflected diffuse radiation,Calculated self-shading factor for sky diffuse radiation,DC inverter input power | (W),DC power loss due to snow | (%),External shading factor for beam radiation,Inverter efficiency | (%),Module temperature | (C),Soiling factor,Plane of array irradiance | (W/m2),System power before grid curtailment | (kW),Sun up over horizon | (0/1),System power before grid interconnect | (kW),Transmitted plane of array irradiance | (W/m2),Weather file beam irradiance | (W/m2),Weather file diffuse irradiance | (W/m2),Weather file global horizontal irradiance | (W/m2),Weather file snow depth | (cm),Weather file wind speed | (m/s)
"Oct 28, 04:00 am",0,12.7,0,0,0,0.21,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 28, 05:00 am",0,12.2,0,0,0,0.21,1,1,1,0,0,1,0,12.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 28, 06:00 am",0.00123313,12.6,1.23313,1.23313,83.334,0.21,1,1,1,5.0715,0,1,24.3148,12.9389,0,12.6342,0.00123313,1,0,10.2172,42,8,9,nan,1
"Oct 28, 07:00 am",0.167343,15.3,167.343,167.343,70.1068,0.21,1,1,1,177.283,0,1,94.3929,22.7819,0,219.137,0.167343,1,0,205.723,392,70,149,nan,1.1
"Oct 28, 08:00 am",0.367112,18.8,367.112,367.112,57.2087,0.21,1,1,1,384.391,0,1,95.5048,34.734,0,458.696,0.367112,1,0,454.535,596,110,329,nan,1.1
"Oct 28, 09:00 am",0.497571,21.5,497.571,497.571,45.4371,0.21,1,1,1,519.643,0,1,95.7525,45.1879,0,649.484,0.497571,1,0,644.032,677,140,480,nan,0.9
"Oct 28, 10:00 am",0.573198,23.8,573.198,573.198,35.9622,0.21,1,1,1,598.047,0,1,95.8448,51.9762,0,773.908,0.573198,1,0,767.387,699,167,580,nan,0.9
"Oct 28, 11:00 am",0.611682,25.5,611.682,611.682,30.9837,0.21,1,1,1,637.946,0,1,95.8831,55.2776,0,839.783,0.611682,1,0,832.877,724,175,632,nan,1
"Oct 28, 12:00 pm",0.595446,26.5,595.446,595.446,32.6333,0.21,1,1,1,621.113,0,1,95.8676,53.9151,0,812.278,0.595446,1,0,805.294,699,180,612,nan,1.2
"Oct 28, 01:00 pm",0.5224,26.8,522.4,522.4,40.1,0.21,1,1,1,545.383,0,1,95.7858,49.8323,0,698.172,0.5224,1,0,691.622,634,177,528,nan,1.3
"Oct 28, 02:00 pm",0.406234,26.4,406.234,406.234,50.8792,0.21,1,1,1,424.95,0,1,95.5956,43.4253,0,527.298,0.406234,1,0,521.715,541,156,395,nan,1.4
"Oct 28, 03:00 pm",0.239065,26,239.065,239.065,63.2887,0.21,1,1,1,251.641,0,1,95.0027,35.9554,0,309.065,0.239065,1,0,301.491,391,112,226,nan,1.4
"Oct 28, 04:00 pm",0.0518413,20.8,51.8413,51.8413,76.4846,0.21,1,1,1,57.5388,0,1,90.098,23.6482,0,81.5488,0.0518413,1,0,73.6187,143,40,56,nan,0.9
"Oct 28, 05:00 pm",0,18.4,0,0,0,0.21,1,1,1,0,0,1,0,18.4,0,0,0,0,0,0,0,0,0,nan,1
"Oct 28, 06:00 pm",0,17.7,0,0,0,0.21,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,1
"Oct 28, 07:00 pm",0,17.2,0,0,0,0.21,1,1,1,0,0,1,0,17.2,0,0,0,0,0,0,0,0,0,nan,1
"Oct 28, 08:00 pm",0,16.6,0,0,0,0.21,1,1,1,0,0,1,0,16.6,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 28, 09:00 pm",0,15.7,0,0,0,0.21,1,1,1,0,0,1,0,15.7,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 28, 10:00 pm",0,15,0,0,0,0.21,1,1,1,0,0,1,0,15,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 28, 11:00 pm",0,14.3,0,0,0,0.21,1,1,1,0,0,1,0,14.3,0,0,0,0,0,0,0,0,0,nan,1
"Oct 29, 12:00 am",0,13.6,0,0,0,0.21,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,1
"Oct 29, 01:00 am",0,13.2,0,0,0,0.21,1,1,1,0,0,1,0,13.2,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 29, 02:00 am",0,13.1,0,0,0,0.21,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 29, 03:00 am",0,13,0,0,0,0.21,1,1,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 29, 04:00 am",0,12.9,0,0,0,0.21,1,1,1,0,0,1,0,12.9,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 29, 05:00 am",0,12.7,0,0,0,0.21,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,0.5
"Oct 29, 06:00 am",0.000379955,13.3,0.379955,0.379955,83.4079,0.21,1,1,1,4.18699,0,1,9.07465,13.6319,0,10.3477,0.000379955,1,0,8.5401,31,7,7,nan,0.4
"Oct 29, 07:00 am",0.154828,15.8,154.828,154.828,70.2273,0.21,1,1,1,164.309,0,1,94.2299,23.994,0,204.289,0.154828,1,0,192.185,337,74,140,nan,0.5
"Oct 29, 08:00 am",0.347867,19.2,347.867,347.867,57.366,0.21,1,1,1,364.439,0,1,95.4527,36.5931,0,438.839,0.347867,1,0,434.452,544,121,319,nan,0.6
"Oct 29, 09:00 am",0.485364,22,485.364,485.364,45.6447,0.21,1,1,1,506.987,0,1,95.735,45.1123,0,633.755,0.485364,1,0,628.052,642,150,469,nan,0.9
"Oct 29, 10:00 am",0.573927,24.5,573.927,573.927,36.2343,0.21,1,1,1,598.803,0,1,95.8456,48.5473,0,763.641,0.573927,1,0,757.081,686,169,572,nan,1.5
"Oct 29, 11:00 am",0.615947,26.5,615.947,615.947,31.3082,0.21,1,1,1,642.368,0,1,95.887,51.5525,0,831.933,0.615947,1,0,825.125,721,172,624,nan,1.7
"Oct 29, 12:00 pm",0.603245,27.9,603.245,603.245,32.9479,0.21,1,1,1,629.199,0,1,95.8751,53.1225,0,819.265,0.603245,1,0,812.807,734,161,612,nan,1.6
"Oct 29, 01:00 pm",0.539203,28.4,539.203,539.203,40.3595,0.21,1,1,1,562.804,0,1,95.8065,53.0421,0,729.004,0.539203,1,0,723.223,717,145,539,nan,1.2
"Oct 29, 02:00 pm",0.423555,28.2,423.555,423.555,51.085,0.21,1,1,1,442.907,0,1,95.6305,49.2463,0,561.395,0.423555,1,0,556.571,646,125,408,nan,0.8
"Oct 29, 03:00 pm",0.257284,27.8,257.284,257.284,63.4536,0.21,1,1,1,270.529,0,1,95.1042,41.1779,0,338.805,0.257284,1,0,330.448,503,94,238,nan,0.6
"Oct 29, 04:00 pm",0.0650878,23.1,65.0878,65.0878,76.6176,0.2,1,1,1,71.2719,0,1,91.3232,26.802,0,104.125,0.0650878,1,0,92.2778,224,40,64,nan,0.8
"Oct 29, 05:00 pm",0,20.3,0,0,0,0.2,1,1,1,0,0,1,0,20.3,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 29, 06:00 pm",0,18.9,0,0,0,0.2,1,1,1,0,0,1,0,18.9,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 29, 07:00 pm",0,18.7,0,0,0,0.2,1,1,1,0,0,1,0,18.7,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 29, 08:00 pm",0,18.6,0,0,0,0.2,1,1,1,0,0,1,0,18.6,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 29, 09:00 pm",0,17.7,0,0,0,0.2,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 29, 10:00 pm",0,16.3,0,0,0,0.2,1,1,1,0,0,1,0,16.3,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 29, 11:00 pm",0,15.2,0,0,0,0.2,1,1,1,0,0,1,0,15.2,0,0,0,0,0,0,0,0,0,nan,1
"Oct 30, 12:00 am",0,14.3,0,0,0,0.2,1,1,1,0,0,1,0,14.3,0,0,0,0,0,0,0,0,0,nan,1
"Oct 30, 01:00 am",0,13.6,0,0,0,0.2,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 30, 02:00 am",0,13.1,0,0,0,0.2,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 30, 03:00 am",0,12.7,0,0,0,0.2,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 30, 04:00 am",0,12.3,0,0,0,0.2,1,1,1,0,0,1,0,12.3,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 30, 05:00 am",0,12.1,0,0,0,0.2,1,1,1,0,0,1,0,12.1,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 30, 06:00 am",4.12E-05,12.8,0.0411847,0.0411847,83.4803,0.2,1,1,1,3.83577,0,1,1.0737,13.0474,0,9.05983,4.12E-05,1,0,7.83389,20,7,7,nan,1.1
"Oct 30, 07:00 am",0.16124,15.6,161.24,161.24,70.3496,0.2,1,1,1,170.957,0,1,94.3165,22.6605,0,212.1,0.16124,1,0,198.852,378,69,142,nan,1.2
"Oct 30, 08:00 am",0.361854,19.2,361.853,361.853,57.525,0.2,1,1,1,378.94,0,1,95.4911,34.5146,0,451.726,0.361854,1,0,447.665,592,108,321,nan,1.2
"Oct 30, 09:00 am",0.49436,22,494.36,494.36,45.8534,0.2,1,1,1,516.313,0,1,95.748,44.2759,0,642.435,0.49436,1,0,637.155,678,136,470,nan,1.1
"Oct 30, 10:00 am",0.574017,24.3,574.017,574.017,36.5056,0.2,1,1,1,598.897,0,1,95.8457,49.5809,0,766.509,0.574017,1,0,760.256,704,160,570,nan,1.3
"Oct 30, 11:00 am",0.615648,26.1,615.648,615.648,31.6295,0.2,1,1,1,642.057,0,1,95.8868,51.6927,0,831.39,0.615648,1,0,824.96,737,161,620,nan,1.6
"Oct 30, 12:00 pm",0.612849,27.5,612.849,612.849,33.258,0.2,1,1,1,639.156,0,1,95.8842,51.8998,0,827.251,0.612849,1,0,821.189,762,149,614,nan,1.8
"Oct 30, 01:00 pm",0.559723,28.1,559.723,559.723,40.6149,0.2,1,1,1,584.078,0,1,95.8302,48.7093,0,741.98,0.559723,1,0,736.696,760,129,543,nan,2.1
"Oct 30, 02:00 pm",0.444016,27.9,444.016,444.016,51.2867,0.2,1,1,1,464.12,0,1,95.6683,43.2344,0,572.853,0.444016,1,0,568.448,691,111,411,nan,2.3
"Oct 30, 03:00 pm",0.270975,27.6,270.975,270.975,63.6143,0.2,1,1,1,284.723,0,1,95.1716,36.9427,0,350.259,0.270975,1,0,341.454,549,85,240,nan,2.3
"Oct 30, 04:00 pm",0.0683356,21.5,68.3356,68.3356,76.7447,0.21,1,1,1,74.639,0,1,91.5548,24.9267,0,109.923,0.0683356,1,0,96.5725,255,39,65,nan,1.3
"Oct 30, 05:00 pm",0,18.2,0,0,0,0.21,1,1,1,0,0,1,0,18.2,0,0,0,0,0,0,0,0,0,nan,1.4
"Oct 30, 06:00 pm",0,17.1,0,0,0,0.21,1,1,1,0,0,1,0,17.1,0,0,0,0,0,0,0,0,0,nan,1.3
"Oct 30, 07:00 pm",0,16.8,0,0,0,0.21,1,1,1,0,0,1,0,16.8,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 30, 08:00 pm",0,16.8,0,0,0,0.21,1,1,1,0,0,1,0,16.8,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 30, 09:00 pm",0,16.2,0,0,0,0.21,1,1,1,0,0,1,0,16.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 30, 10:00 pm",0,15.2,0,0,0,0.21,1,1,1,0,0,1,0,15.2,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 30, 11:00 pm",0,14.2,0,0,0,0.21,1,1,1,0,0,1,0,14.2,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 31, 12:00 am",0,13.6,0,0,0,0.21,1,1,1,0,0,1,0,13.6,0,0,0,0,0,0,0,0,0,nan,1.1
"Oct 31, 01:00 am",0,13.1,0,0,0,0.21,1,1,1,0,0,1,0,13.1,0,0,0,0,0,0,0,0,0,nan,1
"Oct 31, 02:00 am",0,12.7,0,0,0,0.21,1,1,1,0,0,1,0,12.7,0,0,0,0,0,0,0,0,0,nan,1
"Oct 31, 03:00 am",0,12.4,0,0,0,0.21,1,1,1,0,0,1,0,12.4,0,0,0,0,0,0,0,0,0,nan,1
"Oct 31, 04:00 am",0,12.3,0,0,0,0.21,1,1,1,0,0,1,0,12.3,0,0,0,0,0,0,0,0,0,nan,1
"Oct 31, 05:00 am",0,12.3,0,0,0,0.21,1,1,1,0,0,1,0,12.3,0,0,0,0,0,0,0,0,0,nan,0.9
"Oct 31, 06:00 am",0.00120345,13.3,1.20345,1.20345,83.5534,0.21,1,1,1,5.04073,0,1,23.8744,13.657,0,12.6989,0.00120345,1,0,10.1931,44,8,8,nan,0.8
"Oct 31, 07:00 am",0.181076,16.3,181.076,181.076,70.4737,0.21,1,1,1,191.521,0,1,94.5463,24.9241,0,240.89,0.181076,1,0,224.156,504,56,152,nan,0.9
"Oct 31, 08:00 am",0.387674,19.9,387.674,387.674,57.6856,0.21,1,1,1,405.709,0,1,95.5548,36.8105,0,486.476,0.387674,1,0,483.066,711,82,336,nan,1.1
"Oct 31, 09:00 am",0.520666,22.6,520.666,520.666,46.0628,0.21,1,1,1,543.586,0,1,95.7835,46.2031,0,680.386,0.520666,1,0,675.808,779,108,489,nan,1.1
"Oct 31, 10:00 am",0.596157,24.8,596.157,596.157,36.7762,0.21,1,1,1,621.851,0,1,95.8682,51.9241,0,802.657,0.596157,1,0,797.129,791,131,589,nan,1.2
"Oct 31, 11:00 am",0.634539,26.6,634.539,634.539,31.9475,0.21,1,1,1,661.643,0,1,95.9036,54.5026,0,866.193,0.634539,1,0,860.379,813,136,638,nan,1.4
"Oct 31, 12:00 pm",0.621405,27.7,621.405,621.405,33.5639,0.21,1,1,1,648.026,0,1,95.892,53.716,0,844.646,0.621405,1,0,838.908,804,135,622,nan,1.6
"Oct 31, 01:00 pm",0.557196,28.1,557.196,557.196,40.8662,0.21,1,1,1,581.458,0,1,95.8274,50.5551,0,744.243,0.557196,1,0,738.871,764,130,543,nan,1.7
"Oct 31, 02:00 pm",0.440795,27.7,440.795,440.795,51.4844,0.21,1,1,1,460.781,0,1,95.6626,44.2522,0,571.159,0.440795,1,0,566.601,684,115,409,nan,1.9
"Oct 31, 03:00 pm",0.26504,27.3,265.04,265.04,63.7709,0.21,1,1,1,278.57,0,1,95.1432,37.2194,0,343.587,0.26504,1,0,334.679,530,88,236,nan,1.9
"Oct 31, 04:00 pm",0.0588106,21.4,58.8106,58.8106,76.868,0.2,1,1,1,64.7641,0,1,90.8074,24.5234,0,95.3092,0.0588106,1,0,85.0572,187,40,59,nan,1.1
"Oct 31, 05:00 pm",0,18.5,0,0,0,0.2,1,1,1,0,0,1,0,18.5,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 31, 06:00 pm",0,17.7,0,0,0,0.2,1,1,1,0,0,1,0,17.7,0,0,0,0,0,0,0,0,0,nan,1.2
"Oct 31, 07:00 pm",0,17.9,0,0,0,0.2,1,1,1,0,0,1,0,17.9,0,0,0,0,0,0,0,0,0,nan,1
"Oct 31, 08:00 pm",0,18,0,0,0,0.2,1,1,1,0,0,1,0,18,0,0,0,0,0,0,0,0,0,nan,0.8
"Oct 31, 09:00 pm",0,17.4,0,0,0,0.2,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 31, 10:00 pm",0,16.5,0,0,0,0.2,1,1,1,0,0,1,0,16.5,0,0,0,0,0,0,0,0,0,nan,0.7
"Oct 31, 11:00 pm",0,15.9,0,0,0,0.2,1,1,1,0,0,1,0,15.9,0,0,0,0,0,0,0,0,0,nan,0.7
"Nov 1, 12:00 am",0,15.7,0,0,0,0.2,1,1,1,0,0,1,0,15.7,0,0,0,0,0,0,0,0,0,nan,0.7
"Nov 1, 01:00 am",0,15.2,0,0,0,0.2,1,1,1,0,0,1,0,15.2,0,0,0,0,0,0,0,0,0,nan,0.6
"Nov 1, 02:00 am",0,14.6,0,0,0,0.2,1,1,1,0,0,1,0,14.6,0,0,0,0,0,0,0,0,0,nan,0.6
"Nov 1, 03:00 am",0,14.4,0,0,0,0.2,1,1,1,0,0,1,0,14.4,0,0,0,0,0,0,0,0,0,nan,0.5
"Nov 1, 04:00 am",0,14.2,0,0,0,0.2,1,1,1,0,0,1,0,14.2,0,0,0,0,0,0,0,0,0,nan,0.5
"Nov 1, 05:00 am",0,14,0,0,0,0.2,1,1,1,0,0,1,0,14,0,0,0,0,0,0,0,0,0,nan,0.5
"Nov 1, 06:00 am",0,14.5,0,0,83.6271,0.2,1,1,1,2.52807,0,1,0,14.6946,0,5.95923,0,1,0,5.31141,10,5,5,nan,0.5
"Nov 1, 07:00 am",0.120449,16.7,120.449,120.449,70.5995,0.2,1,1,1,128.666,0,1,93.6131,23.1535,0,160.949,0.120449,1,0,151.662,238,66,110,nan,0.5
"Nov 1, 08:00 am",0.318043,20.2,318.043,318.043,57.8477,0.2,1,1,1,333.52,0,1,95.3596,36.1112,0,401.419,0.318043,1,0,397.341,497,113,288,nan,0.6
"Nov 1, 09:00 am",0.382351,23,382.351,382.351,46.2731,0.2,1,1,1,400.19,0,1,95.5424,41.0237,0,494.568,0.382351,1,0,488.407,410,177,376,nan,0.9
"Nov 1, 10:00 am",0.571681,25.2,571.681,571.681,37.0457,0.2,1,1,1,596.475,0,1,95.8432,51.86,0,769.982,0.571681,1,0,764.037,728,149,567,nan,1.1
"Nov 1, 11:00 am",0.609989,26.9,609.989,609.989,32.2621,0.2,1,1,1,636.19,0,1,95.8815,54.3414,0,832.333,0.609989,1,0,826.191,756,151,615,nan,1.3
"Nov 1, 12:00 pm",0.588469,27.9,588.469,588.469,33.8652,0.2,1,1,1,613.88,0,1,95.8606,56.6614,0,810.502,0.588469,1,0,804.378,743,152,598,nan,1
"Nov 1, 01:00 pm",0.506441,28.4,506.441,506.441,41.1132,0.2,1,1,1,528.839,0,1,95.7648,54.9429,0,690.321,0.506441,1,0,684.595,671,147,507,nan,0.7
"Nov 1, 02:00 pm",0.401203,28.2,401.203,401.203,51.6781,0.2,1,1,1,419.735,0,1,95.5849,49.2787,0,532.104,0.401203,1,0,527.475,614,121,382,nan,0.6
"Nov 1, 03:00 pm",0.208468,27.8,208.468,208.468,63.9236,0.2,1,1,1,219.92,0,1,94.793,38.6471,0,274.897,0.208468,1,0,267.57,368,93,194,nan,0.6
"Nov 1, 04:00 pm",0.0418148,22.5,41.8148,41.8148,76.9877,0.2,1,1,1,47.144,0,1,88.696,24.9257,0,70.3165,0.0418148,1,0,63.6911,114,36,47,nan,0.9
"Nov 1, 05:00 pm",0,20,0,0,0,0.2,1,1,1,0,0,1,0,20,0,0,0,0,0,0,0,0,0,nan,1.1
"Nov 1, 06:00 pm",0,19.5,0,0,0,0.2,1,1,1,0,0,1,0,19.5,0,0,0,0,0,0,0,0,0,nan,1.1
"Nov 1, 07:00 pm",0,20.1,0,0,0,0.2,1,1,1,0,0,1,0,20.1,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 1, 08:00 pm",0,20.3,0,0,0,0.2,1,1,1,0,0,1,0,20.3,0,0,0,0,0,0,0,0,0,nan,0.6
"Nov 1, 09:00 pm",0,19.4,0,0,0,0.2,1,1,1,0,0,1,0,19.4,0,0,0,0,0,0,0,0,0,nan,0.7
"Nov 1, 10:00 pm",0,18.4,0,0,0,0.2,1,1,1,0,0,1,0,18.4,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 1, 11:00 pm",0,17.6,0,0,0,0.2,1,1,1,0,0,1,0,17.6,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 2, 12:00 am",0,17.3,0,0,0,0.2,1,1,1,0,0,1,0,17.3,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 2, 01:00 am",0,17.4,0,0,0,0.2,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,0.9
"Nov 2, 02:00 am",0,17.4,0,0,0,0.2,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,1
"Nov 2, 03:00 am",0,17.4,0,0,0,0.2,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,1
"Nov 2, 04:00 am",0,16.9,0,0,0,0.2,1,1,1,0,0,1,0,16.9,0,0,0,0,0,0,0,0,0,nan,1
"Nov 2, 05:00 am",0,16.1,0,0,0,0.2,1,1,1,0,0,1,0,16.1,0,0,0,0,0,0,0,0,0,nan,0.9
"Nov 2, 06:00 am",0,16.3,0,0,83.7049,0.2,1,1,1,1.75034,0,1,0,16.4223,0,3.87939,0,1,0,3.77917,0,4,4,nan,0.8
"Nov 2, 07:00 am",0.1414,19,141.4,141.4,70.728,0.2,1,1,1,150.387,0,1,94.0238,25.8272,0,190.453,0.1414,1,0,178.371,328,66,126,nan,0.9
"Nov 2, 08:00 am",0.323924,22.7,323.924,323.924,58.0117,0.2,1,1,1,339.617,0,1,95.3793,37.3175,0,410.386,0.323924,1,0,406.352,520,111,292,nan,1
"Nov 2, 09:00 am",0.467455,25.4,467.455,467.455,46.4842,0.2,1,1,1,488.42,0,1,95.7075,47.2733,0,615.105,0.467455,1,0,609.921,649,134,446,nan,1
"Nov 2, 10:00 am",0.553429,27.6,553.429,553.429,37.3145,0.2,1,1,1,577.553,0,1,95.8231,53.602,0,750.942,0.553429,1,0,745.054,708,148,551,nan,1.1
"Nov 2, 11:00 am",0.589524,29.3,589.524,589.524,32.5735,0.2,1,1,1,614.974,0,1,95.8617,56.7432,0,812.735,0.589524,1,0,806.593,734,152,599,nan,1.2
"Nov 2, 12:00 pm",0.573505,30.5,573.505,573.505,34.1622,0.2,1,1,1,598.367,0,1,95.8452,55.8585,0,787.118,0.573505,1,0,781.001,716,153,580,nan,1.4
"Nov 2, 01:00 pm",0.509512,31,509.512,509.512,41.3561,0.2,1,1,1,532.022,0,1,95.7689,51.6536,0,684.645,0.509512,1,0,678.872,663,149,502,nan,1.7
"Nov 2, 02:00 pm",0.297638,30.7,297.638,297.638,51.8681,0.2,1,1,1,312.365,0,1,95.2853,41.9315,0,388.087,0.297638,1,0,382.841,335,159,300,nan,1.9
"Nov 2, 03:00 pm",0.22421,30.3,224.21,224.21,64.0729,0.2,1,1,1,236.239,0,1,94.9079,38.8155,0,295.092,0.22421,1,0,287.059,408,96,207,nan,1.9
"Nov 2, 04:00 pm",0.0430286,24.1,43.0286,43.0286,77.1039,0.2,1,1,1,48.4024,0,1,88.8977,26.4644,0,74.5969,0.0430286,1,0,66.8204,138,35,48,nan,1.2
"Nov 2, 05:00 pm",0,21.4,0,0,0,0.2,1,1,1,0,0,1,0,21.4,0,0,0,0,0,0,0,0,0,nan,1.3
"Nov 2, 06:00 pm",0,20.3,0,0,0,0.2,1,1,1,0,0,1,0,20.3,0,0,0,0,0,0,0,0,0,nan,1.3
"Nov 2, 07:00 pm",0,19.7,0,0,0,0.2,1,1,1,0,0,1,0,19.7,0,0,0,0,0,0,0,0,0,nan,1.1
"Nov 2, 08:00 pm",0,19.4,0,0,0,0.2,1,1,1,0,0,1,0,19.4,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 2, 09:00 pm",0,19,0,0,0,0.2,1,1,1,0,0,1,0,19,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 2, 10:00 pm",0,18.4,0,0,0,0.2,1,1,1,0,0,1,0,18.4,0,0,0,0,0,0,0,0,0,nan,0.9
"Nov 2, 11:00 pm",0,17.6,0,0,0,0.2,1,1,1,0,0,1,0,17.6,0,0,0,0,0,0,0,0,0,nan,1
"Nov 3, 12:00 am",0,16.8,0,0,0,0.2,1,1,1,0,0,1,0,16.8,0,0,0,0,0,0,0,0,0,nan,1
"Nov 3, 01:00 am",0,16,0,0,0,0.2,1,1,1,0,0,1,0,16,0,0,0,0,0,0,0,0,0,nan,1
"Nov 3, 02:00 am",0,15.3,0,0,0,0.2,1,1,1,0,0,1,0,15.3,0,0,0,0,0,0,0,0,0,nan,1
"Nov 3, 03:00 am",0,14.7,0,0,0,0.2,1,1,1,0,0,1,0,14.7,0,0,0,0,0,0,0,0,0,nan,1
"Nov 3, 04:00 am",0,14.3,0,0,0,0.2,1,1,1,0,0,1,0,14.3,0,0,0,0,0,0,0,0,0,nan,0.9
"Nov 3, 05:00 am",0,14.1,0,0,0,0.2,1,1,1,0,0,1,0,14.1,0,0,0,0,0,0,0,0,0,nan,0.8
"Nov 3, 06:00 am",0,14.6,0,0,83.7773,0.2,1,1,1,1.3054,0,1,0,14.6917,0,2.90954,0,1,0,2.83438,0,3,3,nan,0.8
"Nov 3, 07:00 am",0.142782,17.1,142.782,142.782,70.857,0.2,1,1,1,151.82,0,1,94.0467,23.6019,0,190.942,0.142782,1,0,178.642,331,66,125,nan,1.1
"Nov 3, 08:00 am",0.337048,20.4,337.048,337.048,58.1765,0.2,1,1,1,353.223,0,1,95.4208,34.0057,0,420.681,0.337048,1,0,416.749,550,107,297,nan,1.4
"Nov 3, 09:00 am",0.474122,23.2,474.122,474.122,46.6955,0.2,1,1,1,495.332,0,1,95.718,42.0394,0,610.424,0.474122,1,0,605.164,640,137,442,nan,1.6
"Nov 3, 10:00 am",0.557266,25.6,557.266,557.266,37.5816,0.2,1,1,1,581.531,0,1,95.8275,47.3376,0,736.585,0.557266,1,0,730.377,676,160,542,nan,1.8
"Nov 3, 11:00 am",0.601257,27.2,601.257,601.257,32.8809,0.2,1,1,1,627.138,0,1,95.8732,49.4919,0,803.695,0.601257,1,0,797.222,710,164,594,nan,2.1
"Nov 3, 12:00 pm",0.58956,28.4,589.56,589.56,34.4541,0.2,1,1,1,615.01,0,1,95.8617,49.4024,0,787.045,0.58956,1,0,780.727,709,160,580,nan,2.3
"Nov 3, 01:00 pm",0.525004,29.2,525.004,525.004,41.5941,0.2,1,1,1,548.083,0,1,95.7891,46.9894,0,691.264,0.525004,1,0,685.538,677,147,505,nan,2.5
"Nov 3, 02:00 pm",0.411136,29.1,411.136,411.136,52.0533,0.2,1,1,1,430.032,0,1,95.6058,42.7739,0,530.339,0.411136,1,0,525.634,611,124,379,nan,2.5
"Nov 3, 03:00 pm",0.239099,28.8,239.099,239.099,64.217,0.2,1,1,1,251.676,0,1,95.0029,36.9508,0,311.698,0.239099,1,0,303.026,463,90,214,nan,2.4
"Nov 3, 04:00 pm",0.050709,22.7,50.709,50.709,77.2138,0.2,1,1,1,56.3649,0,1,89.9656,25.3431,0,88.289,0.050709,1,0,78.4692,177,36,52,nan,1.4
"Nov 3, 05:00 pm",0,19.9,0,0,0,0.2,1,1,1,0,0,1,0,19.9,0,0,0,0,0,0,0,0,0,nan,1.8
"Nov 3, 06:00 pm",0,18.7,0,0,0,0.2,1,1,1,0,0,1,0,18.7,0,0,0,0,0,0,0,0,0,nan,1.9
"Nov 3, 07:00 pm",0,17.8,0,0,0,0.2,1,1,1,0,0,1,0,17.8,0,0,0,0,0,0,0,0,0,nan,1.6
"Nov 3, 08:00 pm",0,17.4,0,0,0,0.2,1,1,1,0,0,1,0,17.4,0,0,0,0,0,0,0,0,0,nan,1.4
"Nov 3, 09:00 pm",0,16.9,0,0,0,0.2,1,1,1,0,0,1,0,16.9,0,0,0,0,0,0,0,0,0,nan,1.4
